name,femaDeclarationString,declarationTitle,incidentBeginDate,incidentEndDate,disasterNumber,incidentType,pop,tot_pop,ratio_pop,total_bill,max_customers,mean_customers,min_customers,mean_duration
St. Louis SMM xAOC,DR-4741-MO,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",7/29/2023,8/14/2023,4741,Severe Storm,51965,3185001,0.016315536,1.94E-04,4218,198.4738165,0,27.16666667
St. Louis SMM xAOC,EM-3577-IL,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",12/10/2021,12/10/2021,3577,Tornado,406698,3185001,0.12769164,0,0,0,0,0
Tampa/Ft. Myers SMM xAOC,DR-4486-FL,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4486,Biological,6487577,6487577,1,0,NA,NA,NA,NA
Tampa/Ft. Myers SMM xAOC,DR-4673-FL,HURRICANE IAN,9/23/2022,11/4/2022,4673,Hurricane,6487577,6487577,1,0.65810155,1957678,162683.0269,0,274.78125
Tampa/Ft. Myers SMM xAOC,DR-4680-FL,HURRICANE NICOLE,11/7/2022,11/30/2022,4680,Hurricane,6487577,6487577,1,3.82E-04,113830,1683.417988,0,46.1875
Tampa/Ft. Myers SMM xAOC,DR-4734-FL,HURRICANE IDALIA,8/27/2023,9/4/2023,4734,Hurricane,6325704,6487577,0.975048774,0.007572604,93256,5080.259027,3,52.34615385
Tampa/Ft. Myers SMM xAOC,EM-3419-FL,HURRICANE DORIAN,8/28/2019,9/9/2019,3419,Hurricane,6487577,6487577,1,0,55095,869.7468116,15,21.828125
Tampa/Ft. Myers SMM xAOC,EM-3551-FL,HURRICANE ETA,11/7/2020,11/12/2020,3551,Hurricane,4188256,6487577,0.645580931,1.61E-04,72310,6378.930939,7,47.28571429
Tampa/Ft. Myers SMM xAOC,EM-3561-FL,TROPICAL STORM ELSA,7/4/2021,7/8/2021,3561,Severe Storm,5600737,6487577,0.863301815,2.41E-04,43134,2429.396535,19,28.3125
Tampa/Ft. Myers SMM xAOC,EM-3562-FL,TROPICAL STORM FRED,8/13/2021,8/19/2021,3562,Hurricane,553130,6487577,0.085259874,0,13177,183.0679539,2,15.875
Tampa/Ft. Myers SMM xAOC,EM-3584-FL,TROPICAL STORM IAN,9/23/2022,11/4/2022,3584,Hurricane,6487577,6487577,1,0,1957678,162683.0269,0,274.78125
Tampa/Ft. Myers SMM xAOC,EM-3587-FL,TROPICAL STORM NICOLE,11/7/2022,11/30/2022,3587,Tropical Storm,6487577,6487577,1,0,113830,1683.417988,0,46.1875
Tampa/Ft. Myers SMM xAOC,EM-3596-FL,TROPICAL STORM IDALIA,8/27/2023,9/4/2023,3596,Tropical Storm,6325704,6487577,0.975048774,0,93256,5080.259027,3,52.34615385
Tampa/Ft. Myers SMM xAOC,FM-5309-FL,36TH AVENUE FIRE,5/13/2020,6/2/2020,5309,Fire,385917,6487577,0.059485537,0,3628,102.6008643,1,71.25
Washington DC/Hagerstown SMM xAOC,DR-4455-WV,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",6/29/2019,6/30/2019,4455,Flood,11486,6763886,0.001698136,6.35E-05,737,178.6204751,4,3
Washington DC/Hagerstown SMM xAOC,DR-4491-MD,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4491,Biological,6763886,6763886,1,0,NA,NA,NA,NA
Washington DC/Hagerstown SMM xAOC,DR-4583-MD,TROPICAL STORM ISAIAS,8/3/2020,8/4/2020,4583,Hurricane,206424,6763886,0.030518551,0.008167712,21848,4909.413328,2,19.125
Washington DC/Hagerstown SMM xAOC,DR-4618-PA,REMNANTS OF HURRICANE IDA,8/31/2021,9/5/2021,4618,Hurricane,14502,6763886,0.002144034,8.41E-04,1104,203.0265625,4,28.5
Washington DC/Hagerstown SMM xAOC,DR-4644-VA,SEVERE WINTER STORM AND SNOWSTORM,1/2/2022,1/3/2022,4644,Severe Storm,466623,6763886,0.068987413,0.001376403,84473,22448.46549,7,8.821428571
Washington DC/Hagerstown SMM xAOC,EM-3553-DC,59TH PRESIDENTIAL INAUGURATION,1/11/2021,1/24/2021,3553,Other,708253,6763886,0.104710961,0.006215069,500,31.28908333,4,14.5
